   Elapsed time	    ECG	    ECG
         23.868	  0.004	  0.022
         23.872	  0.011	  0.020
         23.876	  0.016	  0.015
         23.880	  0.018	  0.015
         23.884	  0.020	  0.018
         23.888	  0.020	  0.024
         23.892	  0.034	  0.028
         23.896	  0.039	  0.034
         23.900	  0.040	  0.046
         23.904	  0.031	  0.049
         23.908	  0.029	  0.048
         23.912	  0.025	  0.043
         23.916	  0.028	  0.037
         23.920	  0.031	  0.031
         23.924	  0.030	  0.025
         23.928	  0.028	  0.026
         23.932	  0.011	  0.025
         23.936	 -0.013	  0.028
         23.940	 -0.033	  0.026
         23.944	 -0.043	  0.029
         23.948	 -0.045	  0.034
         23.952	 -0.051	  0.036
         23.956	 -0.058	  0.036
         23.960	 -0.062	  0.036
         23.964	 -0.062	  0.039
         23.968	 -0.062	  0.037
         23.972	 -0.056	  0.036
         23.976	 -0.048	  0.037
         23.980	 -0.046	  0.040
         23.984	 -0.041	  0.045
         23.988	 -0.039	  0.048
         23.992	 -0.039	  0.046
         23.996	 -0.039	  0.037
         24.000	 -0.040	  0.034
         24.004	 -0.040	  0.024
         24.008	 -0.043	  0.018
         24.012	 -0.046	  0.016
         24.016	 -0.049	  0.022
         24.020	 -0.046	  0.024
         24.024	 -0.043	  0.005
         24.028	 -0.046	 -0.050
         24.032	 -0.051	 -0.150
         24.036	 -0.056	 -0.251
         24.040	 -0.051	 -0.329
         24.044	 -0.043	 -0.390
         24.048	 -0.031	 -0.419
         24.052	 -0.020	 -0.436
         24.056	 -0.007	 -0.430
         24.060	  0.009	 -0.422
         24.064	  0.033	 -0.403
         24.068	  0.061	 -0.379
         24.072	  0.102	 -0.367
         24.076	  0.155	 -0.354
         24.080	  0.211	 -0.340
         24.084	  0.254	 -0.306
         24.088	  0.276	 -0.265
         24.092	  0.291	 -0.207
         24.096	  0.294	 -0.147
         24.100	  0.292	 -0.084
         24.104	  0.253	 -0.018
         24.108	  0.177	  0.026
         24.112	  0.062	  0.049
         24.116	 -0.045	  0.064
         24.120	 -0.130	  0.077
         24.124	 -0.171	  0.089
         24.128	 -0.161	  0.094
         24.132	 -0.139	  0.099
         24.136	 -0.122	  0.104
         24.140	 -0.110	  0.105
         24.144	 -0.101	  0.107
         24.148	 -0.099	  0.107
         24.152	 -0.098	  0.111
         24.156	 -0.095	  0.113
         24.160	 -0.095	  0.111
         24.164	 -0.095	  0.114
         24.168	 -0.090	  0.119
         24.172	 -0.087	  0.121
         24.176	 -0.085	  0.121
         24.180	 -0.086	  0.122
         24.184	 -0.086	  0.120
         24.188	 -0.095	  0.120
         24.192	 -0.104	  0.120
         24.196	 -0.109	  0.116
         24.200	 -0.109	  0.119
         24.204	 -0.102	  0.119
         24.208	 -0.099	  0.119
         24.212	 -0.095	  0.115
         24.216	 -0.096	  0.114
         24.220	 -0.096	  0.111
         24.224	 -0.092	  0.107
         24.228	 -0.090	  0.107
         24.232	 -0.086	  0.101
         24.236	 -0.084	  0.104
         24.240	 -0.084	  0.104
         24.244	 -0.085	  0.105
         24.248	 -0.083	  0.104
         24.252	 -0.081	  0.102
         24.256	 -0.083	  0.104
         24.260	 -0.085	  0.104
         24.264	 -0.085	  0.107
         24.268	 -0.083	  0.107
         24.272	 -0.081	  0.111
         24.276	 -0.080	  0.113
         24.280	 -0.085	  0.115
         24.284	 -0.083	  0.116
         24.288	 -0.083	  0.117
         24.292	 -0.084	  0.119
         24.296	 -0.084	  0.120
         24.300	 -0.081	  0.125
         24.304	 -0.077	  0.126
         24.308	 -0.083	  0.131
         24.312	 -0.084	  0.134
         24.316	 -0.086	  0.139
         24.320	 -0.090	  0.138
         24.324	 -0.092	  0.134
         24.328	 -0.094	  0.133
         24.332	 -0.094	  0.134
         24.336	 -0.094	  0.136
         24.340	 -0.090	  0.140
         24.344	 -0.086	  0.144
         24.348	 -0.086	  0.144
         24.352	 -0.091	  0.144
         24.356	 -0.098	  0.142
         24.360	 -0.096	  0.142
         24.364	 -0.092	  0.142
         24.368	 -0.089	  0.140
         24.372	 -0.085	  0.144
         24.376	 -0.083	  0.144
         24.380	 -0.080	  0.142
         24.384	 -0.087	  0.141
         24.388	 -0.091	  0.141
         24.392	 -0.090	  0.141
         24.396	 -0.083	  0.141
         24.400	 -0.075	  0.140
         24.404	 -0.065	  0.142
         24.408	 -0.059	  0.149
         24.412	 -0.055	  0.149
         24.416	 -0.058	  0.147
         24.420	 -0.056	  0.145
         24.424	 -0.055	  0.147
         24.428	 -0.049	  0.150
         24.432	 -0.050	  0.151
         24.436	 -0.050	  0.158
         24.440	 -0.049	  0.158
         24.444	 -0.046	  0.156
         24.448	 -0.049	  0.152
         24.452	 -0.046	  0.150
         24.456	 -0.034	  0.150
         24.460	 -0.029	  0.151
         24.464	 -0.029	  0.154
         24.468	 -0.034	  0.150
         24.472	 -0.041	  0.152
         24.476	 -0.049	  0.154
         24.480	 -0.054	  0.152
         24.484	 -0.046	  0.145
         24.488	 -0.044	  0.139
         24.492	 -0.035	  0.135
         24.496	 -0.026	  0.136
         24.500	 -0.021	  0.140
         24.504	 -0.019	  0.136
         24.508	 -0.022	  0.133
         24.512	 -0.021	  0.125
         24.516	 -0.024	  0.124
         24.520	 -0.015	  0.121
         24.524	 -0.009	  0.117
         24.528	 -0.006	  0.117
         24.532	 -0.004	  0.109
         24.536	 -0.001	  0.105
         24.540	  0.000	  0.098
         24.544	 -0.003	  0.095
         24.548	 -0.005	  0.092
         24.552	 -0.005	  0.090
         24.556	 -0.003	  0.087
         24.560	 -0.001	  0.083
         24.564	  0.000	  0.079
         24.568	  0.000	  0.075
         24.572	  0.004	  0.072
         24.576	  0.007	  0.069
         24.580	  0.005	  0.066
         24.584	  0.003	  0.064
         24.588	 -0.001	  0.064
         24.592	 -0.001	  0.064
         24.596	 -0.004	  0.062
         24.600	  0.001	  0.062
         24.604	  0.005	  0.060
         24.608	  0.001	  0.065
         24.612	 -0.004	  0.070
         24.616	 -0.006	  0.076
         24.620	 -0.006	  0.081
         24.624	 -0.009	  0.089
         24.628	 -0.007	  0.095
         24.632	 -0.007	  0.098
         24.636	 -0.007	  0.096
         24.640	 -0.001	  0.089
         24.644	  0.009	  0.080
         24.648	  0.019	  0.070
         24.652	  0.021	  0.066
         24.656	  0.021	  0.068
         24.660	  0.020	  0.069
         24.664	  0.024	  0.062
         24.668	  0.025	  0.059
         24.672	  0.030	  0.058
         24.676	  0.036	  0.058
         24.680	  0.045	  0.060
         24.684	  0.049	  0.059
         24.688	  0.050	  0.061
         24.692	  0.052	  0.066
         24.696	  0.049	  0.074
         24.700	  0.052	  0.086
         24.704	  0.055	  0.098
         24.708	  0.062	  0.104
         24.712	  0.066	  0.101
         24.716	  0.066	  0.099
         24.720	  0.069	  0.100
         24.724	  0.060	  0.100
         24.728	  0.056	  0.095
         24.732	  0.044	  0.090
         24.736	  0.034	  0.091
         24.740	  0.020	  0.092
         24.744	  0.011	  0.095
         24.748	  0.005	  0.094
         24.752	 -0.004	  0.090
         24.756	 -0.009	  0.080
         24.760	 -0.015	  0.072
         24.764	 -0.019	  0.070
         24.768	 -0.018	  0.065
         24.772	 -0.019	  0.062
         24.776	 -0.020	  0.059
         24.780	 -0.024	  0.058
         24.784	 -0.018	  0.060
         24.788	 -0.018	  0.062
         24.792	 -0.015	  0.061
         24.796	 -0.020	  0.061
         24.800	 -0.026	  0.060
         24.804	 -0.028	  0.058
         24.808	 -0.020	  0.050
         24.812	 -0.005	  0.049
         24.816	 -0.004	  0.056
         24.820	  0.000	  0.070
         24.824	  0.000	  0.081
         24.828	  0.004	  0.070
         24.832	  0.010	  0.005
         24.836	  0.018	 -0.085
         24.840	  0.025	 -0.172
         24.844	  0.033	 -0.244
         24.848	  0.041	 -0.291
         24.852	  0.049	 -0.334
         24.856	  0.055	 -0.346
         24.860	  0.055	 -0.350
         24.864	  0.058	 -0.344
         24.868	  0.059	 -0.323
         24.872	  0.075	 -0.314
         24.876	  0.095	 -0.297
         24.880	  0.124	 -0.291
         24.884	  0.169	 -0.265
         24.888	  0.223	 -0.241
         24.892	  0.260	 -0.206
         24.896	  0.271	 -0.170
         24.900	  0.282	 -0.138
         24.904	  0.263	 -0.095
         24.908	  0.209	 -0.052
         24.912	  0.109	 -0.010
         24.916	 -0.007	  0.030
         24.920	 -0.107	  0.050
         24.924	 -0.179	  0.048
         24.928	 -0.203	  0.040
         24.932	 -0.181	  0.051
         24.936	 -0.150	  0.062
         24.940	 -0.122	  0.066
         24.944	 -0.110	  0.068
         24.948	 -0.096	  0.068
         24.952	 -0.084	  0.070
         24.956	 -0.071	  0.070
         24.960	 -0.061	  0.065
         24.964	 -0.050	  0.068
         24.968	 -0.046	  0.083
         24.972	 -0.045	  0.095
         24.976	 -0.051	  0.083
         24.980	 -0.054	  0.065
         24.984	 -0.051	  0.059
         24.988	 -0.041	  0.065
         24.992	 -0.034	  0.075
         24.996	 -0.039	  0.083
         25.000	 -0.048	  0.086
         25.004	 -0.051	  0.087
         25.008	 -0.050	  0.090
         25.012	 -0.046	  0.091
         25.016	 -0.046	  0.098
         25.020	 -0.044	  0.101
         25.024	 -0.046	  0.102
         25.028	 -0.041	  0.105
         25.032	 -0.045	  0.111
         25.036	 -0.054	  0.121
         25.040	 -0.061	  0.125
         25.044	 -0.056	  0.124
         25.048	 -0.045	  0.121
         25.052	 -0.045	  0.124
         25.056	 -0.046	  0.130
         25.060	 -0.048	  0.136
         25.064	 -0.048	  0.138
         25.068	 -0.051	  0.133
         25.072	 -0.056	  0.136
         25.076	 -0.058	  0.140
         25.080	 -0.055	  0.142
         25.084	 -0.050	  0.142
         25.088	 -0.052	  0.141
         25.092	 -0.052	  0.147
         25.096	 -0.054	  0.155
         25.100	 -0.058	  0.155
         25.104	 -0.056	  0.147
         25.108	 -0.054	  0.147
         25.112	 -0.050	  0.151
         25.116	 -0.059	  0.158
         25.120	 -0.062	  0.164
         25.124	 -0.069	  0.168
         25.128	 -0.072	  0.152
         25.132	 -0.074	  0.133
         25.136	 -0.070	  0.144
         25.140	 -0.062	  0.152
         25.144	 -0.068	  0.140
         25.148	 -0.070	  0.116
         25.152	 -0.070	  0.117
         25.156	 -0.070	  0.131
         25.160	 -0.070	  0.128
         25.164	 -0.066	  0.124
         25.168	 -0.060	  0.122
         25.172	 -0.058	  0.124
         25.176	 -0.060	  0.115
         25.180	 -0.064	  0.113
         25.184	 -0.061	  0.111
         25.188	 -0.056	  0.114
         25.192	 -0.055	  0.116
         25.196	 -0.056	  0.117
         25.200	 -0.054	  0.120
         25.204	 -0.051	  0.116
         25.208	 -0.051	  0.121
         25.212	 -0.046	  0.124
         25.216	 -0.037	  0.133
         25.220	 -0.034	  0.133
         25.224	 -0.034	  0.134
         25.228	 -0.030	  0.131
         25.232	 -0.028	  0.129
         25.236	 -0.024	  0.128
         25.240	 -0.021	  0.129
         25.244	 -0.020	  0.129
         25.248	 -0.018	  0.129
         25.252	 -0.020	  0.128
         25.256	 -0.018	  0.126
         25.260	 -0.025	  0.128
         25.264	 -0.033	  0.130
         25.268	 -0.040	  0.131
         25.272	 -0.041	  0.130
         25.276	 -0.039	  0.122
         25.280	 -0.034	  0.120
         25.284	 -0.030	  0.119
         25.288	 -0.028	  0.120
         25.292	 -0.028	  0.122
         25.296	 -0.033	  0.124
         25.300	 -0.035	  0.124
         25.304	 -0.037	  0.128
         25.308	 -0.039	  0.135
         25.312	 -0.033	  0.140
         25.316	 -0.028	  0.145
         25.320	 -0.019	  0.140
         25.324	 -0.022	  0.128
         25.328	 -0.022	  0.115
         25.332	 -0.021	  0.114
         25.336	 -0.015	  0.121
         25.340	 -0.011	  0.121
         25.344	 -0.015	  0.120
         25.348	 -0.013	  0.119
         25.352	 -0.018	  0.117
         25.356	 -0.015	  0.120
         25.360	 -0.015	  0.119
         25.364	 -0.009	  0.113
         25.368	 -0.006	  0.105
         25.372	 -0.005	  0.115
         25.376	 -0.004	  0.117
         25.380	 -0.006	  0.105
         25.384	 -0.006	  0.090
         25.388	 -0.010	  0.086
         25.392	 -0.006	  0.095
         25.396	 -0.006	  0.100
         25.400	 -0.006	  0.104
         25.404	 -0.010	  0.104
         25.408	 -0.005	  0.106
         25.412	  0.003	  0.102
         25.416	 -0.005	  0.098
         25.420	 -0.019	  0.094
         25.424	 -0.030	  0.094
         25.428	 -0.035	  0.096
         25.432	 -0.036	  0.095
         25.436	 -0.035	  0.099
         25.440	 -0.033	  0.101
         25.444	 -0.036	  0.110
         25.448	 -0.035	  0.114
         25.452	 -0.031	  0.119
         25.456	 -0.025	  0.121
         25.460	 -0.026	  0.116
         25.464	 -0.025	  0.111
         25.468	 -0.019	  0.100
         25.472	 -0.016	  0.094
         25.476	 -0.010	  0.089
         25.480	 -0.010	  0.087
         25.484	 -0.007	  0.090
         25.488	 -0.003	  0.089
         25.492	  0.003	  0.092
         25.496	  0.009	  0.096
         25.500	  0.016	  0.100
         25.504	  0.019	  0.099
         25.508	  0.013	  0.101
         25.512	  0.005	  0.104
         25.516	  0.005	  0.111
         25.520	  0.015	  0.120
         25.524	  0.026	  0.134
         25.528	  0.030	  0.141
         25.532	  0.024	  0.142
         25.536	  0.022	  0.139
         25.540	  0.021	  0.134
         25.544	  0.018	  0.131
         25.548	  0.010	  0.124
         25.552	 -0.001	  0.116
         25.556	 -0.010	  0.110
         25.560	 -0.037	  0.109
         25.564	 -0.058	  0.104
         25.568	 -0.066	  0.096
         25.572	 -0.065	  0.091
         25.576	 -0.068	  0.087
         25.580	 -0.070	  0.087
         25.584	 -0.071	  0.084
         25.588	 -0.074	  0.080
         25.592	 -0.072	  0.079
         25.596	 -0.072	  0.079
         25.600	 -0.072	  0.080
         25.604	 -0.071	  0.079
         25.608	 -0.071	  0.074
         25.612	 -0.070	  0.071
         25.616	 -0.069	  0.068
         25.620	 -0.062	  0.066
         25.624	 -0.065	  0.059
         25.628	 -0.061	  0.044
         25.632	 -0.059	  0.031
         25.636	 -0.060	  0.029
         25.640	 -0.064	  0.031
         25.644	 -0.066	  0.040
         25.648	 -0.061	  0.041
         25.652	 -0.058	  0.019
         25.656	 -0.056	 -0.040
         25.660	 -0.058	 -0.129
         25.664	 -0.068	 -0.223
         25.668	 -0.071	 -0.286
         25.672	 -0.070	 -0.339
         25.676	 -0.064	 -0.372
         25.680	 -0.052	 -0.396
         25.684	 -0.036	 -0.394
         25.688	 -0.025	 -0.385
         25.692	 -0.014	 -0.376
         25.696	 -0.003	 -0.360
         25.700	  0.020	 -0.344
         25.704	  0.049	 -0.319
         25.708	  0.094	 -0.300
         25.712	  0.144	 -0.260
         25.716	  0.184	 -0.211
         25.720	  0.207	 -0.154
         25.724	  0.219	 -0.101
         25.728	  0.229	 -0.044
         25.732	  0.188	  0.020
         25.736	  0.099	  0.070
         25.740	 -0.025	  0.094
         25.744	 -0.140	  0.109
         25.748	 -0.200	  0.120
         25.752	 -0.217	  0.135
         25.756	 -0.206	  0.142
         25.760	 -0.175	  0.145
         25.764	 -0.151	  0.146
         25.768	 -0.142	  0.138
         25.772	 -0.151	  0.130
         25.776	 -0.151	  0.125
         25.780	 -0.144	  0.134
         25.784	 -0.128	  0.138
         25.788	 -0.117	  0.135
         25.792	 -0.114	  0.130
         25.796	 -0.115	  0.129
         25.800	 -0.116	  0.129
         25.804	 -0.119	  0.129
         25.808	 -0.122	  0.135
         25.812	 -0.124	  0.136
         25.816	 -0.122	  0.134
         25.820	 -0.121	  0.126
         25.824	 -0.121	  0.125
         25.828	 -0.120	  0.129
         25.832	 -0.119	  0.130
         25.836	 -0.116	  0.129
         25.840	 -0.109	  0.126
         25.844	 -0.107	  0.129
         25.848	 -0.114	  0.129
         25.852	 -0.124	  0.124
         25.856	 -0.124	  0.120
         25.860	 -0.120	  0.125
         25.864	 -0.114	  0.135
         25.868	 -0.111	  0.135
         25.872	 -0.107	  0.126
         25.876	 -0.107	  0.116
         25.880	 -0.113	  0.114
         25.884	 -0.121	  0.116
         25.888	 -0.126	  0.122
         25.892	 -0.121	  0.129
         25.896	 -0.115	  0.130
         25.900	 -0.110	  0.131
         25.904	 -0.106	  0.122
         25.908	 -0.107	  0.122
         25.912	 -0.106	  0.121
         25.916	 -0.105	  0.117
         25.920	 -0.101	  0.113
         25.924	 -0.105	  0.106
         25.928	 -0.110	  0.104
         25.932	 -0.113	  0.101
         25.936	 -0.114	  0.104
         25.940	 -0.113	  0.100
         25.944	 -0.114	  0.096
         25.948	 -0.116	  0.091
         25.952	 -0.120	  0.085
         25.956	 -0.116	  0.080
         25.960	 -0.109	  0.076
         25.964	 -0.109	  0.076
         25.968	 -0.114	  0.071
         25.972	 -0.121	  0.071
         25.976	 -0.122	  0.065
         25.980	 -0.133	  0.065
         25.984	 -0.135	  0.065
         25.988	 -0.133	  0.068
         25.992	 -0.128	  0.074
         25.996	 -0.125	  0.070
         26.000	 -0.126	  0.070
         26.004	 -0.122	  0.070
         26.008	 -0.125	  0.071
         26.012	 -0.121	  0.070
         26.016	 -0.120	  0.068
         26.020	 -0.116	  0.070
         26.024	 -0.113	  0.070
         26.028	 -0.106	  0.074
         26.032	 -0.098	  0.072
         26.036	 -0.092	  0.071
         26.040	 -0.094	  0.068
         26.044	 -0.098	  0.069
         26.048	 -0.094	  0.070
         26.052	 -0.087	  0.075
         26.056	 -0.085	  0.075
         26.060	 -0.085	  0.074
         26.064	 -0.085	  0.075
         26.068	 -0.080	  0.076
         26.072	 -0.080	  0.074
         26.076	 -0.076	  0.074
         26.080	 -0.076	  0.075
         26.084	 -0.074	  0.079
         26.088	 -0.076	  0.080
         26.092	 -0.080	  0.083
         26.096	 -0.080	  0.081
         26.100	 -0.077	  0.081
         26.104	 -0.077	  0.079
         26.108	 -0.079	  0.081
         26.112	 -0.079	  0.076
         26.116	 -0.075	  0.072
         26.120	 -0.075	  0.068
         26.124	 -0.071	  0.069
         26.128	 -0.065	  0.069
         26.132	 -0.062	  0.070
         26.136	 -0.065	  0.071
         26.140	 -0.062	  0.071
         26.144	 -0.054	  0.071
         26.148	 -0.049	  0.072
         26.152	 -0.049	  0.072
         26.156	 -0.046	  0.072
         26.160	 -0.048	  0.075
         26.164	 -0.045	  0.076
         26.168	 -0.044	  0.075
         26.172	 -0.044	  0.075
         26.176	 -0.044	  0.070
         26.180	 -0.043	  0.065
         26.184	 -0.037	  0.064
         26.188	 -0.039	  0.065
         26.192	 -0.036	  0.062
         26.196	 -0.036	  0.064
         26.200	 -0.040	  0.065
         26.204	 -0.041	  0.064
         26.208	 -0.040	  0.061
         26.212	 -0.036	  0.060
         26.216	 -0.037	  0.058
         26.220	 -0.037	  0.055
         26.224	 -0.037	  0.050
         26.228	 -0.039	  0.046
         26.232	 -0.043	  0.040
         26.236	 -0.046	  0.037
         26.240	 -0.049	  0.036
         26.244	 -0.049	  0.034
         26.248	 -0.048	  0.033
         26.252	 -0.052	  0.034
         26.256	 -0.054	  0.035
         26.260	 -0.051	  0.039
         26.264	 -0.050	  0.040
         26.268	 -0.049	  0.029
         26.272	 -0.048	  0.014
         26.276	 -0.041	 -0.004
         26.280	 -0.045	 -0.018
         26.284	 -0.041	 -0.025
         26.288	 -0.035	 -0.029
         26.292	 -0.029	 -0.033
         26.296	 -0.025	 -0.039
         26.300	 -0.019	 -0.043
         26.304	 -0.010	 -0.045
         26.308	 -0.007	 -0.050
         26.312	 -0.006	 -0.051
         26.316	 -0.007	 -0.052
         26.320	 -0.005	 -0.048
         26.324	 -0.005	 -0.049
         26.328	 -0.004	 -0.043
         26.332	  0.000	 -0.036
         26.336	  0.007	 -0.028
         26.340	  0.014	 -0.020
         26.344	  0.014	 -0.018
         26.348	  0.015	 -0.018
         26.352	  0.015	 -0.022
         26.356	  0.006	 -0.025
         26.360	 -0.005	 -0.026
         26.364	 -0.013	 -0.028
         26.368	 -0.019	 -0.028
         26.372	 -0.029	 -0.030
         26.376	 -0.045	 -0.029
         26.380	 -0.058	 -0.028
         26.384	 -0.062	 -0.025
         26.388	 -0.066	 -0.029
         26.392	 -0.069	 -0.029
         26.396	 -0.072	 -0.028
         26.400	 -0.071	 -0.029
         26.404	 -0.069	 -0.034
         26.408	 -0.070	 -0.035
         26.412	 -0.070	 -0.033
         26.416	 -0.071	 -0.029
         26.420	 -0.071	 -0.029
         26.424	 -0.070	 -0.031
         26.428	 -0.071	 -0.040
         26.432	 -0.071	 -0.050
         26.436	 -0.075	 -0.059
         26.440	 -0.074	 -0.062
         26.444	 -0.068	 -0.068
         26.448	 -0.065	 -0.071
         26.452	 -0.061	 -0.074
         26.456	 -0.061	 -0.070
         26.460	 -0.069	 -0.070
         26.464	 -0.066	 -0.099
         26.468	 -0.065	 -0.172
         26.472	 -0.062	 -0.279
         26.476	 -0.068	 -0.371
         26.480	 -0.066	 -0.435
         26.484	 -0.062	 -0.472
         26.488	 -0.060	 -0.492
         26.492	 -0.043	 -0.496
         26.496	 -0.026	 -0.487
         26.500	 -0.016	 -0.485
         26.504	 -0.014	 -0.470
         26.508	 -0.006	 -0.458
         26.512	  0.011	 -0.439
         26.516	  0.045	 -0.427
         26.520	  0.107	 -0.410
         26.524	  0.161	 -0.379
         26.528	  0.215	 -0.333
         26.532	  0.234	 -0.280
         26.536	  0.245	 -0.228
         26.540	  0.240	 -0.166
         26.544	  0.209	 -0.113
         26.548	  0.130	 -0.077
         26.552	 -0.005	 -0.060
         26.556	 -0.141	 -0.046
         26.560	 -0.228	 -0.037
         26.564	 -0.261	 -0.029
         26.568	 -0.234	 -0.021
         26.572	 -0.199	 -0.016
         26.576	 -0.175	 -0.014
         26.580	 -0.168	 -0.011
         26.584	 -0.158	 -0.010
         26.588	 -0.141	 -0.009
         26.592	 -0.128	 -0.007
         26.596	 -0.116	 -0.010
         26.600	 -0.111	 -0.010
         26.604	 -0.106	 -0.010
         26.608	 -0.111	 -0.013
         26.612	 -0.110	 -0.013
         26.616	 -0.107	 -0.014
         26.620	 -0.105	 -0.013
         26.624	 -0.105	 -0.019
         26.628	 -0.110	 -0.018
         26.632	 -0.110	 -0.016
         26.636	 -0.107	 -0.018
         26.640	 -0.101	 -0.018
         26.644	 -0.098	 -0.016
         26.648	 -0.096	 -0.014
         26.652	 -0.095	 -0.013
         26.656	 -0.090	 -0.010
         26.660	 -0.091	 -0.007
         26.664	 -0.092	 -0.004
         26.668	 -0.094	 -0.005
         26.672	 -0.095	 -0.006
         26.676	 -0.091	 -0.003
         26.680	 -0.087	  0.001
         26.684	 -0.085	  0.004
         26.688	 -0.085	  0.005
         26.692	 -0.084	  0.005
         26.696	 -0.086	  0.007
         26.700	 -0.085	  0.007
         26.704	 -0.085	  0.007
         26.708	 -0.090	  0.010
         26.712	 -0.092	  0.011
         26.716	 -0.092	  0.010
         26.720	 -0.091	  0.007
         26.724	 -0.094	  0.005
         26.728	 -0.098	  0.004
         26.732	 -0.099	  0.005
         26.736	 -0.099	  0.003
         26.740	 -0.096	  0.003
         26.744	 -0.094	  0.004
         26.748	 -0.094	  0.005
         26.752	 -0.092	  0.005
         26.756	 -0.095	  0.005
         26.760	 -0.098	  0.003
         26.764	 -0.101	  0.000
         26.768	 -0.101	 -0.004
         26.772	 -0.100	 -0.006
         26.776	 -0.105	 -0.009
         26.780	 -0.109	 -0.010
         26.784	 -0.106	 -0.013
         26.788	 -0.104	 -0.015
         26.792	 -0.100	 -0.018
         26.796	 -0.100	 -0.021
         26.800	 -0.104	 -0.025
         26.804	 -0.104	 -0.031
         26.808	 -0.105	 -0.037
         26.812	 -0.099	 -0.037
         26.816	 -0.098	 -0.037
         26.820	 -0.086	 -0.033
         26.824	 -0.077	 -0.028
         26.828	 -0.076	 -0.025
         26.832	 -0.081	 -0.026
         26.836	 -0.080	 -0.025
         26.840	 -0.075	 -0.020
         26.844	 -0.064	 -0.018
         26.848	 -0.058	 -0.014
         26.852	 -0.056	 -0.011
         26.856	 -0.056	 -0.005
         26.860	 -0.054	 -0.005
         26.864	 -0.048	 -0.001
         26.868	 -0.046	  0.001
         26.872	 -0.044	  0.006
         26.876	 -0.040	  0.009
         26.880	 -0.040	  0.011
         26.884	 -0.035	  0.013
         26.888	 -0.037	  0.015
         26.892	 -0.040	  0.020
         26.896	 -0.043	  0.021
         26.900	 -0.043	  0.019
         26.904	 -0.040	  0.014
         26.908	 -0.043	  0.010
         26.912	 -0.045	  0.009
         26.916	 -0.054	  0.005
         26.920	 -0.056	  0.004
         26.924	 -0.050	 -0.005
         26.928	 -0.040	 -0.009
         26.932	 -0.036	 -0.011
         26.936	 -0.036	 -0.016
         26.940	 -0.037	 -0.020
         26.944	 -0.036	 -0.025
         26.948	 -0.037	 -0.029
         26.952	 -0.035	 -0.034
         26.956	 -0.031	 -0.035
         26.960	 -0.030	 -0.037
         26.964	 -0.028	 -0.040
         26.968	 -0.030	 -0.041
         26.972	 -0.033	 -0.046
         26.976	 -0.029	 -0.050
         26.980	 -0.024	 -0.055
         26.984	 -0.020	 -0.059
         26.988	 -0.020	 -0.062
         26.992	 -0.015	 -0.062
         26.996	 -0.013	 -0.065
         27.000	 -0.011	 -0.068
         27.004	 -0.013	 -0.071
         27.008	 -0.011	 -0.076
         27.012	 -0.011	 -0.076
         27.016	 -0.013	 -0.079
         27.020	 -0.009	 -0.080
         27.024	 -0.011	 -0.077
         27.028	 -0.010	 -0.074
         27.032	 -0.009	 -0.069
         27.036	 -0.009	 -0.069
         27.040	 -0.010	 -0.068
         27.044	 -0.013	 -0.069
         27.048	 -0.005	 -0.068
         27.052	 -0.001	 -0.065
         27.056	  0.004	 -0.058
         27.060	  0.000	 -0.050
         27.064	  0.000	 -0.045
         27.068	 -0.003	 -0.045
         27.072	 -0.006	 -0.039
         27.076	 -0.006	 -0.031
         27.080	 -0.006	 -0.025
         27.084	  0.003	 -0.022
         27.088	  0.009	 -0.028
         27.092	  0.015	 -0.039
         27.096	  0.014	 -0.052
         27.100	  0.018	 -0.060
         27.104	  0.021	 -0.062
         27.108	  0.026	 -0.066
         27.112	  0.035	 -0.071
         27.116	  0.031	 -0.075
         27.120	  0.039	 -0.076
         27.124	  0.043	 -0.075
         27.128	  0.050	 -0.072
         27.132	  0.051	 -0.074
         27.136	  0.052	 -0.075
         27.140	  0.051	 -0.070
         27.144	  0.052	 -0.068
         27.148	  0.059	 -0.062
         27.152	  0.064	 -0.055
         27.156	  0.071	 -0.044
         27.160	  0.071	 -0.043
         27.164	  0.075	 -0.045
         27.168	  0.075	 -0.048
         27.172	  0.080	 -0.050
         27.176	  0.076	 -0.049
         27.180	  0.064	 -0.051
         27.184	  0.052	 -0.049
         27.188	  0.036	 -0.051
         27.192	  0.020	 -0.052
         27.196	  0.005	 -0.049
         27.200	 -0.003	 -0.045
         27.204	 -0.001	 -0.045
         27.208	 -0.004	 -0.049
         27.212	 -0.004	 -0.050
         27.216	 -0.009	 -0.050
         27.220	 -0.013	 -0.048
         27.224	 -0.013	 -0.050
         27.228	 -0.009	 -0.050
         27.232	 -0.004	 -0.050
         27.236	 -0.007	 -0.051
         27.240	 -0.010	 -0.052
         27.244	 -0.010	 -0.055
         27.248	 -0.009	 -0.054
         27.252	 -0.009	 -0.056
         27.256	 -0.007	 -0.059
         27.260	 -0.004	 -0.062
         27.264	 -0.004	 -0.065
         27.268	 -0.006	 -0.059
         27.272	 -0.007	 -0.050
         27.276	 -0.009	 -0.051
         27.280	 -0.005	 -0.081
         27.284	 -0.009	 -0.163
         27.288	 -0.015	 -0.275
         27.292	 -0.022	 -0.367
         27.296	 -0.033	 -0.432
         27.300	 -0.029	 -0.470
         27.304	 -0.015	 -0.475
         27.308	  0.004	 -0.474
         27.312	  0.020	 -0.459
         27.316	  0.030	 -0.456
         27.320	  0.044	 -0.441
         27.324	  0.054	 -0.422
         27.328	  0.087	 -0.407
